step,mean_training_loss
100,0.6422561565041542
200,0.35551671028137205
300,0.28681798979640005
400,0.2517810234427452
500,0.24024380400776862
600,0.21742967501282692
700,0.21889668300747872
800,0.21778608232736588
900,0.20969913505017757
1000,0.19848001830279827
1100,0.20216962814331055
1200,0.19407819464802742
1300,0.1889296395331621
1400,0.1794811461865902
1500,0.18237703397870064
1600,0.1905939458310604
1700,0.18331609539687632
1800,0.1862449026107788
1900,0.1721283282339573
2000,0.16659092530608177
2100,0.17986340567469597
2200,0.17983641788363458
2300,0.17887875691056251
2400,0.17425843589007856
2500,0.1828549875319004
2600,0.167552809715271
2700,0.1806394325196743
2800,0.17614026263356208
2900,0.17621421210467816
3000,0.16423961006104945
3100,0.16662416934967042
3200,0.16859738484025003
3300,0.1741482413560152
3400,0.16184519968926905
3500,0.17549206227064132
3600,0.17938254728913308
3700,0.16711341105401517
3800,0.17638870097696782
3900,0.17379408575594424
4000,0.1659371215105057
4100,0.17940482728183269
4200,0.17336204923689366
4300,0.17572589546442033
4400,0.17385606713593005
4500,0.16289318591356278
4600,0.17236852869391442
4700,0.16938416965305805
4800,0.1761121954768896
4900,0.16918331757187843
5000,0.16386183820664882
5100,0.17019717812538146
5200,0.17231466121971606
5300,0.17113178573548793
5400,0.16417837776243688
5500,0.17138599082827569
5600,0.18061008654534816
5700,0.1638065095245838
5800,0.16344147339463233
5900,0.17850264824926854
6000,0.1639072025567293
6100,0.1643488258868456
6200,0.16673146367073058
6300,0.17076533555984497
6400,0.17182771980762482
6500,0.1719162615388632
6600,0.16536823272705078
6700,0.1688783797621727
6800,0.1622996984422207
6900,0.171230790540576
7000,0.16657342359423638
7100,0.17154062032699585
7200,0.17733224719762802
7300,0.1654554792493582
7400,0.1624676113575697
7500,0.16871314890682698
7600,0.167928816229105
7700,0.17012729942798616
7800,0.1783063793182373
7900,0.16999624900519847
8000,0.16937470234930516
8100,0.16575249746441842
8200,0.1638550019264221
8300,0.1613604488223791
8400,0.16898489132523536
8500,0.1632896826788783
8600,0.16264333456754684
8700,0.1722737304121256
8800,0.16151538357138634
8900,0.1802756916731596
9000,0.1654325769841671
9100,0.1641829541325569
9200,0.15980924442410469
9300,0.16134082093834878
9400,0.16663127101957798
9500,0.159280923306942
9600,0.16307372502982617
9700,0.16350317072123288
9800,0.1556791789829731
9900,0.16295664697885515
10000,0.1684863866120577
10100,0.1659081568568945
10200,0.15700677096843718
10300,0.1853569768369198
10400,0.15897797003388406
10500,0.16457495920360088
10600,0.1673178693652153
10700,0.15784822531044485
10800,0.15800105169415474
10900,0.15966014988720417
11000,0.15751411244273186
11100,0.16132791720330716
11200,0.15880025774240494
11300,0.15870438858866692
11400,0.16713525883853436
11500,0.16428113155066967
11600,0.1601584792882204
11700,0.16829932443797588
11800,0.16714772410690784
11900,0.1694398519396782
12000,0.16758635096251964
12100,0.17175029374659062
12200,0.150968588963151
12300,0.15702084258198737
12400,0.15529654517769814
12500,0.16419534645974637
12600,0.1583316908031702
12700,0.15381116077303886
12800,0.15905992195010185
12900,0.1597965531796217
13000,0.16713721573352813
13100,0.16742998644709586
13200,0.16190338097512721
13300,0.1699391417950392
13400,0.16019947990775107
13500,0.1675825107842684
13600,0.16799844689667226
13700,0.16493511624634266
13800,0.15822258919477464
13900,0.15525792352855206
14000,0.15418685033917426
14100,0.15792867116630077
14200,0.16290914572775364
14300,0.16502137169241904
14400,0.16388992115855217
14500,0.1616502047330141
14600,0.16700834065675735
14700,0.17001960434019567
14800,0.15688619121909142
14900,0.1579755150526762
15000,0.16748837493360041
15100,0.16084751069545747
15200,0.17581063732504845
15300,0.16450330823659898
15400,0.1583848676085472
15500,0.1692379057407379
15600,0.16377372100949286
15700,0.15759066708385944
15800,0.15585332833230495
15900,0.15976173885166645
16000,0.16787141390144825
16100,0.16034185595810413
16200,0.16548520781099796
16300,0.16489132329821587
16400,0.16954944029450417
16500,0.15580742701888084
16600,0.15967012859880925
16700,0.15977312557399273
16800,0.15539175905287267
16900,0.15672576911747454
17000,0.16597051806747914
17100,0.16979081340134144
17200,0.1612111186981201
17300,0.16318323485553266
17400,0.16640886381268502
17500,0.15939096748828888
17600,0.15428093075752258
17700,0.16665082290768624
17800,0.16279527202248573
17900,0.1633035799115896
18000,0.1548274341970682
18100,0.15615908708423376
18200,0.16513610407710075
18300,0.1563943026214838
18400,0.1635681539773941
18500,0.15808220237493514
18600,0.15457353599369525
18700,0.1474593871831894
18800,0.1607435667514801
18900,0.1622489907592535
19000,0.15759831078350545
19100,0.1638285767287016
19200,0.1566985274106264
19300,0.1483470217138529
19400,0.16026817582547664
19500,0.1564949494600296
19600,0.16290360890328884
19700,0.15190500915050506
19800,0.1611717277020216
19900,0.1601225407421589
20000,0.164963463768363
20100,0.16715697564184664
20200,0.15319157972931863
20300,0.16771699547767638
20400,0.16357934698462487
20500,0.15942002952098847
20600,0.15632771246135235
20700,0.16796031326055527
20800,0.16133068032562733
20900,0.1569634895026684
21000,0.15628173902630807
21100,0.16266449145972728
21200,0.15691653355956078
21300,0.15575999177992345
21400,0.15821872413158417
21500,0.14950188249349594
21600,0.15655767664313316
21700,0.164917194545269
21800,0.1568222811818123
21900,0.15291526295244695
22000,0.16049283742904663
22100,0.15252837128937244
22200,0.154390317350626
22300,0.16049342438578607
22400,0.15727799415588378
22500,0.1523749513924122
22600,0.16343819074332713
22700,0.15461049698293208
22800,0.15099879056215287
22900,0.1519801999628544
23000,0.1593060628324747
23100,0.15575491793453694
23200,0.16820895224809645
23300,0.1564032609015703
23400,0.15285826489329338
23500,0.15766908660531043
23600,0.16020033024251462
23700,0.15944526627659797
23800,0.1569375978410244
23900,0.15947733767330646
24000,0.14669122487306596
24100,0.1546589206159115
24200,0.15512902669608594
24300,0.15953339256346225
24400,0.1541219315677881
24500,0.15815510414540768
24600,0.15990832783281803
24700,0.14824696101248264
24800,0.16942553363740445
24900,0.15276437498629092
25000,0.1514719607681036
25100,0.1611875357478857
25200,0.15343836329877378
25300,0.16114362120628356
25400,0.15442683540284632
25500,0.1411994716525078
25600,0.16562504075467588
25700,0.1662323000282049
25800,0.15367555513978004
25900,0.15339357919991017
26000,0.15534880220890046
26100,0.15150719434022902
26200,0.15152917325496673
26300,0.16087504833936692
26400,0.16930970475077628
26500,0.15681258618831634
26600,0.14683776035904883
26700,0.15635465227067472
26800,0.16599106371402741
26900,0.16280794486403466
27000,0.16044704608619212
27100,0.155365434512496
27200,0.149159669354558
27300,0.15244490146636963
27400,0.1561274104565382
27500,0.1555820396542549
27600,0.15141093157231808
27700,0.16594352349638938
27800,0.15878764063119888
27900,0.15993200808763505
28000,0.1625709980726242
28100,0.16638273678719998
28200,0.1613696389645338
28300,0.1616920343786478
28400,0.15934134304523467
28500,0.1563686653971672
28600,0.1653150088340044
28700,0.15802482649683952
28800,0.16078795589506625
28900,0.15762661032378675
29000,0.163479428216815
29100,0.15588485524058343
29200,0.16139424048364162
29300,0.15883648216724397
29400,0.15436288505792617
29500,0.15940164357423783
29600,0.1616791222244501
29700,0.15895782373845577
29800,0.15000433787703515
29900,0.15561879441142082
30000,0.1622663141787052
30100,0.15027410857379436
30200,0.1615337521582842
30300,0.1477065881341696
30400,0.16073090352118016
30500,0.15418869450688363
30600,0.14870133958756923
30700,0.1595886381715536
30800,0.15563919492065906
30900,0.1552259162813425
31000,0.15093775525689124
31100,0.15388458900153637
31200,0.14715617649257184
31300,0.1524484572559595
31400,0.143799998909235
31500,0.16810882277786732
31600,0.14917558066546918
31700,0.15099477134644984
31800,0.15131368599832057
31900,0.1577092432230711
32000,0.15911213353276252
32100,0.1537852954864502
32200,0.15170281395316124
32300,0.15397715002298354
32400,0.15686785489320754
32500,0.15421962104737758
32600,0.15920026645064353
32700,0.15077403023838998
32800,0.1562458898499608
32900,0.14883548818528652
33000,0.1576909202337265
33100,0.1576459153741598
33200,0.1578414798527956
33300,0.14881869293749334
33400,0.15151618748903276
33500,0.15317391104996203
33600,0.1574409583210945
33700,0.15432871632277967
33800,0.16031537719070912
33900,0.14878438077867032
34000,0.15119632959365845
34100,0.1558313886076212
34200,0.1542732048779726
34300,0.15835115246474743
34400,0.16539852030575275
34500,0.1515545864403248
34600,0.15214551821351052
34700,0.1638606133311987
34800,0.16301347449421882
34900,0.15068490363657475
35000,0.15320786975324155
35100,0.1464714101329446
35200,0.15964458249509333
35300,0.15423108249902726
35400,0.16565373726189137
35500,0.1590339829772711
35600,0.1491131142526865
35700,0.1577277073264122
35800,0.15757824555039407
35900,0.15011423766613008
36000,0.14617253303527833
36100,0.15336186826229095
36200,0.1613444434851408
36300,0.14823780268430709
36400,0.14398360893130302
36500,0.15360131151974202
36600,0.1572694841772318
36700,0.1637753727287054
36800,0.15775803543627262
36900,0.14522135056555271
37000,0.15550527937710285
37100,0.14120943628251553
37200,0.15673556096851826
37300,0.15903461813926698
37400,0.15412218764424324
37500,0.14494670137763024
37600,0.15591799423098565
37700,0.15433766931295395
37800,0.14648539677262307
37900,0.1564106609672308
38000,0.1584582184255123
38100,0.15218992359936237
38200,0.1575700307264924
38300,0.15754334583878518
38400,0.15409236758947373
38500,0.15671012651175262
38600,0.14904021196067332
38700,0.16500426217913627
38800,0.16005064696073532
38900,0.15930310621857643
39000,0.15390993610024453
39100,0.15803314596414567
39200,0.14205338276922702
39300,0.1522945085912943
39400,0.14585023529827595
39500,0.1528702252358198
39600,0.14402396984398366
39700,0.1542897631973028
39800,0.1487581980228424
39900,0.1599061293900013
40000,0.14780500739812852
40100,0.1512558438628912
40200,0.15587503910064698
40300,0.15717980563640593
40400,0.15308221586048604
40500,0.15232825957238674
40600,0.1473860540986061
40700,0.16059811308979988
40800,0.15235601000487806
40900,0.15385772660374641
41000,0.15339537523686886
41100,0.15627057164907454
41200,0.14842055343091487
41300,0.15541094794869423
41400,0.14323130533099174
41500,0.15521723784506322
41600,0.14297869734466076
41700,0.14964137472212313
41800,0.15387243762612343
41900,0.1464115621894598
42000,0.14931388296186923
42100,0.14753115974366665
42200,0.15519253946840764
42300,0.15042241543531418
42400,0.14874466821551324
42500,0.14705339662730693
